Parameters:TParameters:TimeZone=America/New_York;LoyaltyRate=0.5;TransactionUploadRate=1.0,,,,,,,,,,,,,,,
Email,Email,Email,First Name,Last Name,City,State,Zip,Country,Phone Number,Phone Number,Phone Number,Conversion Name,Conversion Time,Conversion Value,Conversion Currency
ejbts@gmail.com,,,lghpp,kjnje,lima,,,PE,+51497417386,,,SSD_test1,08/14/2012 17:01:54,2949,USD
pswtz@gmail.com,,,alcpx,ydcnk,lima,,,PE,+51399567621,,,SSD_test1,08/14/2012 17:01:54,1972,USD
vywlh@gmail.com,,,xnzzs,czrfv,lima,,,PE,+51994839666,,,SSD_test1,08/14/2012 17:01:54,2422,USD
iwzxh@gmail.com,,,nrdng,mjwld,lima,,,PE,+51121569954,,,SSD_test1,08/14/2012 17:01:54,3417,USD
dlkvd@gmail.com,,,ejtay,znwbs,arequipa,,,PE,+51669148628,,,SSD_test1,08/14/2012 17:01:54,3316,USD
uxdpz@gmail.com,,,gjrkr,zasrg,cuzco,,,PE,+51287282575,,,SSD_test1,08/14/2012 17:01:54,754,USD
sweqq@gmail.com,,,oxcpf,mfmbg,piura,,,PE,+51623874292,,,SSD_test1,08/14/2012 17:01:54,1100,USD
zzedi@gmail.com,,,elfxa,veeko,lima,,,PE,+51394749779,,,SSD_test1,08/14/2012 17:01:54,3982,USD
vmsfm@gmail.com,,,cfgod,vxmqg,lima,,,PE,+51264628374,,,SSD_test1,08/14/2012 17:01:54,1851,USD
qbcco@gmail.com,,,crodx,qtqqy,lima,,,PE,+51249952626,,,SSD_test1,08/14/2012 17:01:54,503,USD
jfytv@gmail.com,,,yongc,umulp,lima,,,PE,+51429336156,,,SSD_test1,08/14/2012 17:01:54,1259,USD
rfmgu@gmail.com,,,mnvnw,eapgl,lima,,,PE,+51479131264,,,SSD_test1,08/14/2012 17:01:54,2607,USD
jkkhx@gmail.com,,,wicff,ulxzv,lima,,,PE,+51527178456,,,SSD_test1,08/14/2012 17:01:54,2011,USD
fxfke@gmail.com,,,wceny,urjgb,lima,,,PE,+51381855712,,,SSD_test1,08/14/2012 17:01:54,4247,USD
ymnre@gmail.com,,,txjxo,pfzgw,lima,,,PE,+51561632316,,,SSD_test1,08/14/2012 17:01:54,701,USD
jfcvm@gmail.com,,,njwcc,eeqsy,lima,,,PE,+51428193235,,,SSD_test1,08/14/2012 17:01:54,4632,USD
ymrha@gmail.com,,,zbaqv,wjbyv,lima,,,PE,+51942146926,,,SSD_test1,08/14/2012 17:01:54,4632,USD
jhknb@gmail.com,,,vtuxn,unfje,lima,,,PE,+51289887649,,,SSD_test1,08/14/2012 17:01:54,599,USD
koisr@gmail.com,,,sjgcb,gefnw,lima,,,PE,+51883765646,,,SSD_test1,08/14/2012 17:01:54,30,USD
qvybr@gmail.com,,,jfogt,obpeg,lima,,,PE,+51843586525,,,SSD_test1,08/14/2012 17:01:54,970,USD
euwyx@gmail.com,,,jcaul,yhxto,lima,,,PE,+51765739953,,,SSD_test1,08/14/2012 17:01:54,3490,USD
teytu@gmail.com,,,hujab,awhzn,lima,,,PE,+51291289928,,,SSD_test1,08/14/2012 17:01:54,1910,USD
pguxh@gmail.com,,,tjdip,bmqbc,lima,,,PE,+51268215846,,,SSD_test1,08/14/2012 17:01:54,3917,USD
slkzf@gmail.com,,,mojgy,kwxck,lima,,,PE,+51615443813,,,SSD_test1,08/14/2012 17:01:54,2335,USD
jmccb@gmail.com,,,cpepa,sywgo,lima,,,PE,+51645237628,,,SSD_test1,08/14/2012 17:01:54,3928,USD
cgtwg@gmail.com,,,xqkpg,msqzl,lima,,,PE,+51747578538,,,SSD_test1,08/14/2012 17:01:54,480,USD
kotas@gmail.com,,,orioj,zffbt,lima,,,PE,+51155471327,,,SSD_test1,08/14/2012 17:01:54,30,USD
ppckq@gmail.com,,,qdrxb,sbskh,lima,,,PE,+51153617828,,,SSD_test1,08/14/2012 17:01:54,4214,USD
dpirk@gmail.com,,,ypgat,gtqqe,lima,,,PE,+51245636338,,,SSD_test1,08/14/2012 17:01:54,4972,USD
sxxam@gmail.com,,,yrucf,orepn,arequipa,,,PE,+51622648117,,,SSD_test1,08/14/2012 17:01:54,1524,USD
mrmau@gmail.com,,,zyzxg,gizlf,cuzco,,,PE,+51255981846,,,SSD_test1,08/14/2012 17:01:54,2217,USD
iczbw@gmail.com,,,bzgwo,lomdk,piura,,,PE,+51444941957,,,SSD_test1,08/14/2012 17:01:54,3769,USD
usjao@gmail.com,,,dclon,mfcbh,lima,,,PE,+51614328722,,,SSD_test1,08/14/2012 17:01:54,485,USD
ycrev@gmail.com,,,wzugs,bkkup,lima,,,PE,+51813627253,,,SSD_test1,08/14/2012 17:01:54,1038,USD
qvkcd@gmail.com,,,qpzgs,xhkgs,lima,,,PE,+51191799293,,,SSD_test1,08/14/2012 17:01:54,972,USD
vdkih@gmail.com,,,gzici,jkwur,lima,,,PE,+51768227392,,,SSD_test1,08/14/2012 17:01:54,3787,USD
hjkvw@gmail.com,,,cixdy,obuky,lima,,,PE,+51544815847,,,SSD_test1,08/14/2012 17:01:54,4005,USD
dsccn@gmail.com,,,bzvre,jqxnc,lima,,,PE,+51657239667,,,SSD_test1,08/14/2012 17:01:54,1261,USD
yooqx@gmail.com,,,rsbya,wezaq,lima,,,PE,+51729472813,,,SSD_test1,08/14/2012 17:01:54,2142,USD
riqmr@gmail.com,,,avyib,mkhfh,lima,,,PE,+51621861888,,,SSD_test1,08/14/2012 17:01:54,270,USD
dakeo@gmail.com,,,hzxdn,bivok,lima,,,PE,+51715245558,,,SSD_test1,08/14/2012 17:01:54,4880,USD
tguba@gmail.com,,,tkuoy,fnzht,lima,,,PE,+51156146789,,,SSD_test1,08/14/2012 17:01:54,1183,USD
cuymg@gmail.com,,,uiyyh,ojist,lima,,,PE,+51248524251,,,SSD_test1,08/14/2012 17:01:54,4124,USD
vylfj@gmail.com,,,bfndq,ocesi,lima,,,PE,+51376696345,,,SSD_test1,08/14/2012 17:01:54,4479,USD
jgave@gmail.com,,,xfpxj,vtejw,lima,,,PE,+51671845864,,,SSD_test1,08/14/2012 17:01:54,173,USD
esmwy@gmail.com,,,wgpcv,rgvdh,lima,,,PE,+51571834743,,,SSD_test1,08/14/2012 17:01:54,4415,USD
jyxmu@gmail.com,,,suqpb,fqucf,lima,,,PE,+51654429386,,,SSD_test1,08/14/2012 17:01:54,4492,USD
rsqvw@gmail.com,,,rmmxa,sltgp,lima,,,PE,+51527227489,,,SSD_test1,08/14/2012 17:01:54,2069,USD
fhcpz@gmail.com,,,uzwtp,dtbes,lima,,,PE,+51733184838,,,SSD_test1,08/14/2012 17:01:54,2630,USD
mnguw@gmail.com,,,jurwi,gksal,lima,,,PE,+51785193747,,,SSD_test1,08/14/2012 17:01:54,1800,USD
iulab@gmail.com,,,yndud,uxnln,lima,,,PE,+51337928542,,,SSD_test1,08/14/2012 17:01:54,4149,USD
hkowb@gmail.com,,,khufw,pngqj,lima,,,PE,+51527577999,,,SSD_test1,08/14/2012 17:01:54,1459,USD
jwzrh@gmail.com,,,iytza,bfjdm,lima,,,PE,+51831844721,,,SSD_test1,08/14/2012 17:01:54,4663,USD
tmujr@gmail.com,,,mvtsa,khwah,lima,,,PE,+51558245638,,,SSD_test1,08/14/2012 17:01:54,1334,USD
jecia@gmail.com,,,pxvde,drwrk,arequipa,,,PE,+51754816757,,,SSD_test1,08/14/2012 17:01:54,576,USD
syhnr@gmail.com,,,mjwhu,ijcpw,cuzco,,,PE,+51675153948,,,SSD_test1,08/14/2012 17:01:54,716,USD
xwcvj@gmail.com,,,fpjov,lasdi,piura,,,PE,+51815368828,,,SSD_test1,08/14/2012 17:01:54,1921,USD
yfcnh@gmail.com,,,kxfun,vfnlr,lima,,,PE,+51566615433,,,SSD_test1,08/14/2012 17:01:54,3324,USD
ekinu@gmail.com,,,qjrjy,okrad,lima,,,PE,+51289187113,,,SSD_test1,08/14/2012 17:01:54,1698,USD
rkxwq@gmail.com,,,dpvxh,exkgc,lima,,,PE,+51979697217,,,SSD_test1,08/14/2012 17:01:54,2080,USD
fskvg@gmail.com,,,ujzwx,yrjjc,lima,,,PE,+51351234834,,,SSD_test1,08/14/2012 17:01:54,2526,USD
ipabw@gmail.com,,,qqaht,wqjpy,lima,,,PE,+51819733335,,,SSD_test1,08/14/2012 17:01:54,4221,USD
pvftb@gmail.com,,,psujr,whixg,lima,,,PE,+51535569742,,,SSD_test1,08/14/2012 17:01:54,3224,USD
niatn@gmail.com,,,bmaeh,yedel,lima,,,PE,+51999782573,,,SSD_test1,08/14/2012 17:01:54,660,USD
odwsf@gmail.com,,,lmudg,nzloz,lima,,,PE,+51379616947,,,SSD_test1,08/14/2012 17:01:54,4442,USD
dfgsn@gmail.com,,,egert,scgls,lima,,,PE,+51934673228,,,SSD_test1,08/14/2012 17:01:54,3237,USD
qsvup@gmail.com,,,drbfi,evdis,lima,,,PE,+51341337484,,,SSD_test1,08/14/2012 17:01:54,51,USD
kyaej@gmail.com,,,oapyl,xovvc,lima,,,PE,+51381742657,,,SSD_test1,08/14/2012 17:01:54,4036,USD
fqczr@gmail.com,,,hexxq,kopxz,lima,,,PE,+51869374864,,,SSD_test1,08/14/2012 17:01:54,3781,USD
aoijt@gmail.com,,,ebqdq,uhmyg,lima,,,PE,+51925162492,,,SSD_test1,08/14/2012 17:01:54,1687,USD
jmukb@gmail.com,,,ktzdi,ijlrd,lima,,,PE,+51566424211,,,SSD_test1,08/14/2012 17:01:54,1454,USD
apazc@gmail.com,,,qtwdx,xmavw,lima,,,PE,+51161797698,,,SSD_test1,08/14/2012 17:01:54,2190,USD
wcrxu@gmail.com,,,qlvxt,hzqnm,lima,,,PE,+51924857841,,,SSD_test1,08/14/2012 17:01:54,1081,USD
wsfar@gmail.com,,,jgyyi,vzchq,lima,,,PE,+51154688683,,,SSD_test1,08/14/2012 17:01:54,962,USD
rfspw@gmail.com,,,dforu,qurbr,lima,,,PE,+51237543379,,,SSD_test1,08/14/2012 17:01:54,369,USD
jbsqw@gmail.com,,,bnijd,rrdon,lima,,,PE,+51792237112,,,SSD_test1,08/14/2012 17:01:54,2702,USD
fvuqm@gmail.com,,,magoj,svjzd,lima,,,PE,+51589597318,,,SSD_test1,08/14/2012 17:01:54,687,USD
ratlq@gmail.com,,,ekduj,kruyl,lima,,,PE,+51629967662,,,SSD_test1,08/14/2012 17:01:54,1195,USD
emrvw@gmail.com,,,qgrfd,rkqoz,lima,,,PE,+51481937567,,,SSD_test1,08/14/2012 17:01:54,3997,USD
odaks@gmail.com,,,iarwt,hmhfi,arequipa,,,PE,+51421151642,,,SSD_test1,08/14/2012 17:01:54,4190,USD
zzgmr@gmail.com,,,mkmia,foarn,cuzco,,,PE,+51286353124,,,SSD_test1,08/14/2012 17:01:54,446,USD
sizvn@gmail.com,,,fomyj,tidcn,piura,,,PE,+51517799895,,,SSD_test1,08/14/2012 17:01:54,3961,USD
cgsri@gmail.com,,,onawm,dnivv,lima,,,PE,+51795599814,,,SSD_test1,08/14/2012 17:01:54,1346,USD
gwktp@gmail.com,,,mggpv,xgarq,lima,,,PE,+51786297441,,,SSD_test1,08/14/2012 17:01:54,1732,USD
ecztz@gmail.com,,,coyat,kwgye,lima,,,PE,+51634789738,,,SSD_test1,08/14/2012 17:01:54,4828,USD
hhedy@gmail.com,,,ydluu,fcaqa,lima,,,PE,+51635235427,,,SSD_test1,08/14/2012 17:01:54,3810,USD
mrmab@gmail.com,,,ctynp,yfkyt,lima,,,PE,+51618227994,,,SSD_test1,08/14/2012 17:01:54,3094,USD
mabgk@gmail.com,,,yysnz,uzlne,lima,,,PE,+51878633876,,,SSD_test1,08/14/2012 17:01:54,1425,USD
bxnjy@gmail.com,,,wxnvn,qhdtp,lima,,,PE,+51417679863,,,SSD_test1,08/14/2012 17:01:54,4469,USD
qwgdk@gmail.com,,,pulty,dnnbp,lima,,,PE,+51432966958,,,SSD_test1,08/14/2012 17:01:54,40,USD
dfpvq@gmail.com,,,rrsvz,cispe,lima,,,PE,+51725297261,,,SSD_test1,08/14/2012 17:01:54,318,USD
deais@gmail.com,,,eoddd,lgkcs,lima,,,PE,+51439146681,,,SSD_test1,08/14/2012 17:01:54,2266,USD
niszl@gmail.com,,,ozuck,zgvah,lima,,,PE,+51536928862,,,SSD_test1,08/14/2012 17:01:54,3856,USD
lmfex@gmail.com,,,tvcvw,hldvb,lima,,,PE,+51644754322,,,SSD_test1,08/14/2012 17:01:54,1873,USD
wypvx@gmail.com,,,sepjz,eduhb,lima,,,PE,+51121997966,,,SSD_test1,08/14/2012 17:01:54,1242,USD
yfpbk@gmail.com,,,fkcjs,bvmpf,lima,,,PE,+51125931449,,,SSD_test1,08/14/2012 17:01:54,2301,USD
hphut@gmail.com,,,nmekk,jzmrg,lima,,,PE,+51214833218,,,SSD_test1,08/14/2012 17:01:54,1568,USD
zbvxi@gmail.com,,,vgsmb,pujfx,lima,,,PE,+51841189461,,,SSD_test1,08/14/2012 17:01:54,2124,USD
jnngg@gmail.com,,,onobf,gjkyn,lima,,,PE,+51541827777,,,SSD_test1,08/14/2012 17:01:54,4125,USD
yxcqg@gmail.com,,,fmjhu,celch,lima,,,PE,+51477336968,,,SSD_test1,08/14/2012 17:01:54,2301,USD
bgkry@gmail.com,,,ztcam,kgvhv,lima,,,PE,+51989768913,,,SSD_test1,08/14/2012 17:01:54,4011,USD
erbxg@gmail.com,,,ecvbe,ojqyf,lima,,,PE,+51382933819,,,SSD_test1,08/14/2012 17:01:54,1515,USD
ivrjh@gmail.com,,,ecofj,oaxye,lima,,,PE,+51224827622,,,SSD_test1,08/14/2012 17:01:54,4814,USD
zjvqj@gmail.com,,,uburu,ehqqo,lima,,,PE,+51699979814,,,SSD_test1,08/14/2012 17:01:54,4316,USD
bisox@gmail.com,,,hsxhv,iwkpr,arequipa,,,PE,+51844873359,,,SSD_test1,08/14/2012 17:01:54,4116,USD
qjqde@gmail.com,,,lbvsn,wmlpy,cuzco,,,PE,+51239358955,,,SSD_test1,08/14/2012 17:01:54,3040,USD
ldvjg@gmail.com,,,nbqjx,vluxp,piura,,,PE,+51129753959,,,SSD_test1,08/14/2012 17:01:54,4288,USD
ebkhp@gmail.com,,,mlgep,eoloc,lima,,,PE,+51534985197,,,SSD_test1,08/14/2012 17:01:54,4084,USD
jqchm@gmail.com,,,invan,fakgt,lima,,,PE,+51512174744,,,SSD_test1,08/14/2012 17:01:54,783,USD
qsqqb@gmail.com,,,ivkro,wkdbf,lima,,,PE,+51225563918,,,SSD_test1,08/14/2012 17:01:54,3145,USD
zwcss@gmail.com,,,timly,yfvae,lima,,,PE,+51676948362,,,SSD_test1,08/14/2012 17:01:54,4732,USD
ceyaz@gmail.com,,,vdeaz,mztpl,lima,,,PE,+51994437515,,,SSD_test1,08/14/2012 17:01:54,658,USD
omkho@gmail.com,,,bgrvg,vipqj,lima,,,PE,+51932978271,,,SSD_test1,08/14/2012 17:01:54,3200,USD
yvmch@gmail.com,,,ftggk,cfrhv,lima,,,PE,+51994356288,,,SSD_test1,08/14/2012 17:01:54,4062,USD
usdkw@gmail.com,,,davsz,mhwak,lima,,,PE,+51259331228,,,SSD_test1,08/14/2012 17:01:54,2282,USD
mvdpg@gmail.com,,,pghzu,ofzac,lima,,,PE,+51696628898,,,SSD_test1,08/14/2012 17:01:54,3590,USD
ftowq@gmail.com,,,umtvq,mooco,lima,,,PE,+51554313166,,,SSD_test1,08/14/2012 17:01:54,1323,USD
kepvg@gmail.com,,,bqpwy,ppekf,lima,,,PE,+51242622865,,,SSD_test1,08/14/2012 17:01:54,4309,USD
ncpef@gmail.com,,,zpllv,rxqij,lima,,,PE,+51245591715,,,SSD_test1,08/14/2012 17:01:54,616,USD
ycuff@gmail.com,,,wmlkp,qbleq,lima,,,PE,+51275445674,,,SSD_test1,08/14/2012 17:01:54,2654,USD
yrjqd@gmail.com,,,sbfrm,rqwdd,lima,,,PE,+51216175392,,,SSD_test1,08/14/2012 17:01:54,4904,USD
xgvjx@gmail.com,,,nodcg,mugbl,lima,,,PE,+51669678844,,,SSD_test1,08/14/2012 17:01:54,2244,USD
krvlr@gmail.com,,,exurl,zvprt,lima,,,PE,+51264261155,,,SSD_test1,08/14/2012 17:01:54,1980,USD
jvims@gmail.com,,,udbpn,scomb,lima,,,PE,+51756754484,,,SSD_test1,08/14/2012 17:01:54,2433,USD
xyyup@gmail.com,,,lpyhr,lpaul,lima,,,PE,+51854846965,,,SSD_test1,08/14/2012 17:01:54,3478,USD
jxlgd@gmail.com,,,dtnrn,ddgxh,lima,,,PE,+51296187489,,,SSD_test1,08/14/2012 17:01:54,564,USD
shzlh@gmail.com,,,hrfez,kmsbz,lima,,,PE,+51244882119,,,SSD_test1,08/14/2012 17:01:54,1086,USD
huuya@gmail.com,,,swoga,uhtbr,lima,,,PE,+51517942754,,,SSD_test1,08/14/2012 17:01:54,4025,USD
mmrhc@gmail.com,,,pdsje,wgxcl,lima,,,PE,+51486639878,,,SSD_test1,08/14/2012 17:01:54,3612,USD
sfeyg@gmail.com,,,woeng,xvowb,arequipa,,,PE,+51816555579,,,SSD_test1,08/14/2012 17:01:54,2808,USD
lsuyr@gmail.com,,,cacpm,hbgjz,cuzco,,,PE,+51773316713,,,SSD_test1,08/14/2012 17:01:54,2543,USD
wwshf@gmail.com,,,tifhy,dzkvr,piura,,,PE,+51226364762,,,SSD_test1,08/14/2012 17:01:54,3771,USD
ztxqh@gmail.com,,,hossc,cvfar,lima,,,PE,+51687856626,,,SSD_test1,08/14/2012 17:01:54,2545,USD
qqqiw@gmail.com,,,hudpc,blfyx,lima,,,PE,+51765379621,,,SSD_test1,08/14/2012 17:01:54,1261,USD
ehxmv@gmail.com,,,enjng,pqmdc,lima,,,PE,+51313663299,,,SSD_test1,08/14/2012 17:01:54,4141,USD
jqpzw@gmail.com,,,spiyt,ewdgw,lima,,,PE,+51218913931,,,SSD_test1,08/14/2012 17:01:54,4166,USD
mstcc@gmail.com,,,ugsrp,kalar,lima,,,PE,+51588632626,,,SSD_test1,08/14/2012 17:01:54,4069,USD
zlgne@gmail.com,,,trwut,jdybb,lima,,,PE,+51751311297,,,SSD_test1,08/14/2012 17:01:54,4112,USD
dyvax@gmail.com,,,syvso,csitg,lima,,,PE,+51586855987,,,SSD_test1,08/14/2012 17:01:54,1337,USD
qpgzz@gmail.com,,,kqptz,beeka,lima,,,PE,+51841872888,,,SSD_test1,08/14/2012 17:01:54,66,USD
bizce@gmail.com,,,gnkzo,cjpmc,lima,,,PE,+51635575357,,,SSD_test1,08/14/2012 17:01:54,3131,USD
nhzyv@gmail.com,,,wibzt,gkrpw,lima,,,PE,+51536925499,,,SSD_test1,08/14/2012 17:01:54,3389,USD
jawjy@gmail.com,,,zyblz,ucdiw,lima,,,PE,+51372799951,,,SSD_test1,08/14/2012 17:01:54,2795,USD
seksg@gmail.com,,,kguho,xcnuv,lima,,,PE,+51912425986,,,SSD_test1,08/14/2012 17:01:54,3889,USD
hapbh@gmail.com,,,gchzt,futoe,lima,,,PE,+51217387936,,,SSD_test1,08/14/2012 17:01:54,181,USD
cghjn@gmail.com,,,vbsqb,cxcpb,lima,,,PE,+51778882727,,,SSD_test1,08/14/2012 17:01:54,3960,USD
hbxzy@gmail.com,,,tecxe,hqgnp,lima,,,PE,+51759181937,,,SSD_test1,08/14/2012 17:01:54,2639,USD
krpwn@gmail.com,,,hjvlv,fgora,lima,,,PE,+51469485335,,,SSD_test1,08/14/2012 17:01:54,1746,USD
ktvoi@gmail.com,,,snueg,bocqe,lima,,,PE,+51425277946,,,SSD_test1,08/14/2012 17:01:54,4708,USD
vkrgw@gmail.com,,,hasyt,jzxyo,lima,,,PE,+51267931725,,,SSD_test1,08/14/2012 17:01:54,2856,USD
athrz@gmail.com,,,akrvm,mergx,lima,,,PE,+51898261733,,,SSD_test1,08/14/2012 17:01:54,2392,USD
wsgeo@gmail.com,,,btwta,amosg,lima,,,PE,+51585585823,,,SSD_test1,08/14/2012 17:01:54,3355,USD
rmlyf@gmail.com,,,lrgah,qjdaa,lima,,,PE,+51632524657,,,SSD_test1,08/14/2012 17:01:54,4797,USD
cyoom@gmail.com,,,asgjl,cldha,lima,,,PE,+51243579224,,,SSD_test1,08/14/2012 17:01:54,2275,USD
dumsb@gmail.com,,,hbebo,yesnq,arequipa,,,PE,+51942923353,,,SSD_test1,08/14/2012 17:01:54,4230,USD
fzrio@gmail.com,,,ltabn,dnnli,cuzco,,,PE,+51883799163,,,SSD_test1,08/14/2012 17:01:54,2139,USD
cioyr@gmail.com,,,dxojc,yxaiz,piura,,,PE,+51419587985,,,SSD_test1,08/14/2012 17:01:54,742,USD
kattq@gmail.com,,,frlns,qvyrf,lima,,,PE,+51635635317,,,SSD_test1,08/14/2012 17:01:54,3876,USD
gxpxj@gmail.com,,,swbdb,ablva,lima,,,PE,+51632665141,,,SSD_test1,08/14/2012 17:01:54,2274,USD
rsjhq@gmail.com,,,xubez,rdnbw,lima,,,PE,+51249873567,,,SSD_test1,08/14/2012 17:01:54,3139,USD
vipkr@gmail.com,,,btbuh,wncok,lima,,,PE,+51779446219,,,SSD_test1,08/14/2012 17:01:54,965,USD
dkjax@gmail.com,,,hjoyj,fbuxy,lima,,,PE,+51688438732,,,SSD_test1,08/14/2012 17:01:54,1415,USD
vhjhh@gmail.com,,,yumkp,isgqg,lima,,,PE,+51141185362,,,SSD_test1,08/14/2012 17:01:54,124,USD
efxra@gmail.com,,,tzrgr,ngdym,lima,,,PE,+51775357449,,,SSD_test1,08/14/2012 17:01:54,225,USD
xnaxw@gmail.com,,,axbsk,phxyq,lima,,,PE,+51469821398,,,SSD_test1,08/14/2012 17:01:54,2509,USD
pxlws@gmail.com,,,oacwu,skwxt,lima,,,PE,+51853676691,,,SSD_test1,08/14/2012 17:01:54,3334,USD
tfoqi@gmail.com,,,aftsf,zwnwb,lima,,,PE,+51252513538,,,SSD_test1,08/14/2012 17:01:54,733,USD
yjytq@gmail.com,,,ffsqw,qhxmn,lima,,,PE,+51318885157,,,SSD_test1,08/14/2012 17:01:54,640,USD
ijqmv@gmail.com,,,dvnqu,vjdfa,lima,,,PE,+51823326947,,,SSD_test1,08/14/2012 17:01:54,1392,USD
dzfpe@gmail.com,,,kpwra,acvtn,lima,,,PE,+51478494731,,,SSD_test1,08/14/2012 17:01:54,1635,USD
iytpa@gmail.com,,,ncgol,ktuew,lima,,,PE,+51459257898,,,SSD_test1,08/14/2012 17:01:54,4033,USD
prozl@gmail.com,,,dhaur,vorqd,lima,,,PE,+51935265367,,,SSD_test1,08/14/2012 17:01:54,4069,USD
trabk@gmail.com,,,atits,xmzvx,lima,,,PE,+51762184426,,,SSD_test1,08/14/2012 17:01:54,4948,USD
eepkp@gmail.com,,,fbayq,ydfkn,lima,,,PE,+51692317471,,,SSD_test1,08/14/2012 17:01:54,3294,USD
kkuia@gmail.com,,,gtmzz,pnqaf,lima,,,PE,+51459865363,,,SSD_test1,08/14/2012 17:01:54,3422,USD
fvvxw@gmail.com,,,yyhpp,ibpvw,lima,,,PE,+51139761818,,,SSD_test1,08/14/2012 17:01:54,297,USD
xbkkd@gmail.com,,,kdxwx,cznlx,lima,,,PE,+51478445134,,,SSD_test1,08/14/2012 17:01:54,4102,USD
bdecz@gmail.com,,,yhktb,hosgh,lima,,,PE,+51314685374,,,SSD_test1,08/14/2012 17:01:54,474,USD
sgyzh@gmail.com,,,wpcet,izrbo,lima,,,PE,+51756862373,,,SSD_test1,08/14/2012 17:01:54,4334,USD
yfchm@gmail.com,,,goltv,gfqss,arequipa,,,PE,+51823534864,,,SSD_test1,08/14/2012 17:01:54,3989,USD
rsogc@gmail.com,,,luixb,yxprb,cuzco,,,PE,+51831516229,,,SSD_test1,08/14/2012 17:01:54,3185,USD
cgblw@gmail.com,,,iptkb,vcctl,piura,,,PE,+51469981518,,,SSD_test1,08/14/2012 17:01:54,1023,USD
qdzgd@gmail.com,,,bagjp,mciwj,lima,,,PE,+51992387315,,,SSD_test1,08/14/2012 17:01:54,1647,USD
vasip@gmail.com,,,myald,nsmav,lima,,,PE,+51462194199,,,SSD_test1,08/14/2012 17:01:54,2302,USD
czxbv@gmail.com,,,ocniz,liqsj,lima,,,PE,+51331889659,,,SSD_test1,08/14/2012 17:01:54,3532,USD
lpbgi@gmail.com,,,sbvet,klmgu,lima,,,PE,+51142486789,,,SSD_test1,08/14/2012 17:01:54,1088,USD
hwxvf@gmail.com,,,ywbno,ktwcr,lima,,,PE,+51916668725,,,SSD_test1,08/14/2012 17:01:54,2598,USD
bncsg@gmail.com,,,jtedf,uwljg,lima,,,PE,+51345631218,,,SSD_test1,08/14/2012 17:01:54,818,USD
kiclx@gmail.com,,,ubmkz,flzmc,lima,,,PE,+51578385523,,,SSD_test1,08/14/2012 17:01:54,4569,USD
wfinx@gmail.com,,,sxroe,tqxep,lima,,,PE,+51277988177,,,SSD_test1,08/14/2012 17:01:54,2193,USD
wrvyv@gmail.com,,,pseqn,pjdhu,lima,,,PE,+51141723729,,,SSD_test1,08/14/2012 17:01:54,3214,USD
pqboc@gmail.com,,,ntsxe,vtsht,lima,,,PE,+51315715461,,,SSD_test1,08/14/2012 17:01:54,795,USD
uazoy@gmail.com,,,lsdid,fgcoj,lima,,,PE,+51327693486,,,SSD_test1,08/14/2012 17:01:54,2544,USD
ngcyu@gmail.com,,,ghgdz,mycre,lima,,,PE,+51561739542,,,SSD_test1,08/14/2012 17:01:54,794,USD
sxyoo@gmail.com,,,eqqqm,ermnr,lima,,,PE,+51866794637,,,SSD_test1,08/14/2012 17:01:54,3998,USD
fplub@gmail.com,,,ofmne,uqeam,lima,,,PE,+51699223413,,,SSD_test1,08/14/2012 17:01:54,817,USD
wkuee@gmail.com,,,uylfm,pziqx,lima,,,PE,+51928179864,,,SSD_test1,08/14/2012 17:01:54,2348,USD
sizwb@gmail.com,,,qtiuv,yjxgq,lima,,,PE,+51149849168,,,SSD_test1,08/14/2012 17:01:54,4152,USD
ekqjo@gmail.com,,,bbvtm,rnjed,lima,,,PE,+51181733686,,,SSD_test1,08/14/2012 17:01:54,4772,USD
gyrgl@gmail.com,,,nsydd,erxpq,lima,,,PE,+51616121143,,,SSD_test1,08/14/2012 17:01:54,3719,USD
qwfoc@gmail.com,,,tsbwx,futut,lima,,,PE,+51295818728,,,SSD_test1,08/14/2012 17:01:54,2107,USD
nkqyw@gmail.com,,,ufhjz,egsuy,lima,,,PE,+51765466863,,,SSD_test1,08/14/2012 17:01:54,2349,USD
bgvbs@gmail.com,,,fallu,uploc,lima,,,PE,+51918655151,,,SSD_test1,08/14/2012 17:01:54,4116,USD
kmktm@gmail.com,,,zincs,lojue,lima,,,PE,+51854781462,,,SSD_test1,08/14/2012 17:01:54,96,USD
tsqvg@gmail.com,,,nbdls,bpded,arequipa,,,PE,+51917338446,,,SSD_test1,08/14/2012 17:01:54,3351,USD
dkmyb@gmail.com,,,srgck,roqzx,cuzco,,,PE,+51284736672,,,SSD_test1,08/14/2012 17:01:54,2399,USD
dqbkw@gmail.com,,,ihyky,ljvgn,piura,,,PE,+51778638351,,,SSD_test1,08/14/2012 17:01:54,801,USD
tvcsv@gmail.com,,,dbiwh,nrzfk,lima,,,PE,+51785612584,,,SSD_test1,08/14/2012 17:01:54,2807,USD
ejjuv@gmail.com,,,ngbbg,qbgti,lima,,,PE,+51118465883,,,SSD_test1,08/14/2012 17:01:54,1620,USD
vcrgp@gmail.com,,,cgtyc,fhnby,lima,,,PE,+51159689979,,,SSD_test1,08/14/2012 17:01:54,1722,USD
bhhxq@gmail.com,,,nhtkc,qukrc,lima,,,PE,+51741756237,,,SSD_test1,08/14/2012 17:01:54,2984,USD
